Cell variables for frog model	SF Trinity at Sandy Bar test file		
SFR 1 Sept 2014	Elevation estimated from depth at 9.7 m3/s	Breeder-suitable from RSL 2/12/2015	Has-shelter added from RSL survey 10/22/2014
CellNum	Elevation (m)	Breeder-suitable?	Has-shelter?
33369	148.0019989	0	0
33370	148.0019989	0	0
33371	148.0019989	0	0
33372	148.0019989	0	0
33373	148.0019989	0	0
33374	148.0019989	0	0
33375	148.0019989	0	0
33376	148.0019989	0	0
33377	148.0019989	0	0
33378	148.0019989	0	0
33379	148.0019989	0	0
33380	147.7338867	0	0
33381	147.014328	0	0
33382	146.9531708	0	0
33383	147.7346802	0	0
33384	148.0019989	0	0
33385	148.0019989	0	0
33386	148.0019989	0	0
33387	148.0019989	0	0
33388	147.958374	0	0
33389	147.7619782	0	0
33390	147.5696258	0	0
33391	147.4989319	0	0
33392	147.4116058	0	0
33393	147.3226166	0	0
33394	147.2355194	0	0
33395	147.1585083	0	0
33396	147.0896606	0	0
33397	147.0268707	0	0
33398	146.9697876	0	0
33399	146.917511	0	0
33400	146.8691559	0	0
33401	146.8237763	0	0
33402	146.7810059	0	0
33403	146.7404175	0	0
33404	146.7017822	0	0
33405	146.6648407	0	0
33406	146.6293182	0	0
33407	146.5950623	0	0
33408	146.5618439	0	0
33409	146.5295563	0	0
33410	146.4981079	0	0
33411	146.4373474	0	0
33412	146.4079132	0	0
33413	146.3790588	0	0
33414	146.3507538	0	0
33415	146.3229523	0	0
33416	146.2956848	0	0
33417	146.2689362	0	0
33418	146.2426758	0	0
33419	146.2169037	0	0
33420	146.1915894	0	0
33421	146.1667633	0	0
33422	146.1423798	0	0
33423	146.118454	0	0
33424	146.0949554	0	0
33425	146.0719147	0	0
33426	146.0493317	0	0
33427	146.0271912	0	0
33428	146.0054932	0	0
33429	145.9842377	0	0
33430	145.9634247	0	0
33431	145.9430542	0	0
33432	145.9231567	0	0
33433	145.9037476	0	0
33434	145.8848267	0	0
33435	145.8664093	0	0
33436	145.848465	0	0
33437	145.8310089	0	0
33438	145.8140717	0	0
33439	145.7976379	0	0
33440	145.781723	0	0
33441	145.7663574	0	0
33442	145.7515717	0	0
33443	145.737381	0	0
33444	145.7238007	0	0
33445	145.7108307	0	0
33446	145.6984711	0	0
33447	145.6867065	0	0
33448	145.6755676	0	0
33449	145.6650543	0	0
33450	145.6551666	0	0
33451	145.6459198	0	0
33452	145.6373444	0	0
33453	145.6294403	0	0
33454	145.6222534	0	0
33455	145.6157684	0	0
33456	145.604538	0	0
33457	145.5989838	0	0
33458	145.5933533	0	0
33459	145.5876465	0	0
33460	145.5818634	0	0
33461	145.5759888	0	0
33462	145.5700531	0	0
33463	145.5640564	0	0
33464	145.5579987	0	0
33465	145.5518799	0	0
33466	145.5457306	0	0
33467	145.5395203	0	0
33468	145.5335083	0	0
33469	145.5282745	0	0
33470	145.5238953	0	0
33471	145.5200348	0	0
33472	145.5162811	0	0
33473	145.5126953	0	0
33474	145.5093079	0	0
33475	145.5061035	0	0
33476	145.5030975	0	0
33477	145.5003815	0	0
33478	145.4980316	0	0
33479	145.496048	0	0
33480	145.4942932	0	0
33481	145.4928131	0	0
33482	145.4916687	0	0
33483	145.4909973	1	0
33484	145.4909515	1	0
33485	145.4918823	1	0
33486	145.494278	1	0
33487	145.4985046	1	0
33488	145.5046539	1	0
33489	145.5136719	1	0
33490	145.5277862	1	0
33491	145.5533905	1	0
33492	145.6071777	1	0
33493	145.6519318	1	0
33494	145.6424866	1	0
33495	145.6513519	1	0
33496	145.6485138	1	0
33497	145.6519928	1	0
33498	145.610672	1	0
33499	145.5845032	1	0
33500	145.5179138	1	0
33501	145.2971954	1	0
33502	145.2454987	1	0
33503	145.2277527	1	0
33504	145.173523	1	0
33505	145.105545	1	0
33506	145.102356	1	0
33507	145.1134644	1	0
33508	145.0721893	1	0
33509	145.0203095	1	0
33510	145.0059967	1	0
33511	145.0059967	1	0
33512	145.0059967	1	0
33513	145.0059967	1	0
33514	145.0059967	1	0
33515	145.0059967	1	0
33516	145.0288086	1	0
33517	145.0445404	1	0
33518	145.041275	1	0
33519	145.0353699	1	0
33520	145.0250855	1	0
33521	145.0230713	1	0
33522	144.9629974	1	0
33523	144.9206238	1	0
33524	144.8732605	1	0
33525	144.8319702	1	0
33526	144.810318	1	0
33527	144.7901001	1	0
33528	144.782074	1	0
33529	144.7721558	1	0
33530	144.7812347	1	0
33531	144.7713623	1	0
33532	144.7900391	1	0
33533	144.7855682	1	0
33534	144.7909241	0	0
33535	144.7852478	0	0
33536	144.8165283	0	0
33537	144.8340912	0	0
33538	144.84198	0	0
33539	144.8365631	0	0
33540	144.8413239	0	0
33541	144.8557434	0	0
33542	145.0078888	0	0
33543	145.0909119	0	0
33544	145.0890045	0	0
33545	145.0870056	0	0
33546	145.0848999	0	0
33547	145.0843048	0	0
33548	145.0836182	0	0
33549	145.0800629	0	0
33550	145.0757141	0	0
33551	145.0733032	0	0
33552	145.0719452	0	0
33553	145.0735474	0	0
33554	145.0754395	0	0
33555	145.0686493	0	0
33556	145.0523834	0	0
33557	145.0431671	0	0
33558	145.0365906	0	0
33559	144.9659576	0	0
33560	144.8819122	0	0
33561	144.7342987	0	0
33562	144.6068878	0	0
33563	144.4928284	0	0
33564	144.4035645	0	0
33565	144.4637756	0	0
33566	144.4977722	0	0
33567	144.4555206	0	0
33568	144.4053803	0	0
33569	144.3959045	0	0
33570	144.478714	0	0
33571	144.4248505	0	0
33572	144.3617401	0	0
33573	144.4322205	0	0
33574	144.4781342	0	0
33575	144.4627228	0	0
33576	144.4721069	0	0
33577	144.476532	0	0
33578	144.4700165	0	0
33579	144.4426422	0	0
33580	144.3983154	0	0
33581	144.3189087	0	0
33582	144.1864777	0	0
33583	144.0240631	0	0
33584	143.8603668	0	0
33585	143.7679291	0	0
33586	143.7589874	0	1
33587	143.7701416	0	1
33588	143.7829895	0	0
33589	143.8146362	0	0
33590	143.8338776	0	0
33591	143.7337799	0	0
33592	143.6526642	0	0
33593	143.6119995	0	0
33594	143.5285797	0	0
33595	143.5298615	0	0
33596	143.5228882	0	0
33597	143.513794	0	0
33598	143.5013733	0	0
33599	143.4597931	0	0
33600	143.3886108	0	0
33601	143.3445129	0	0
33602	143.3336182	0	0
33603	143.3138275	0	0
33604	143.2829895	0	0
33605	143.2375641	0	0
33606	143.1729431	0	0
33607	143.1027832	0	0
33608	143.0438843	0	0
33609	142.9872589	0	0
33610	142.9411621	0	0
33611	142.9378662	0	0
33612	142.9452667	0	0
33613	142.9182282	0	0
33614	142.8575745	0	0
33615	142.8631897	0	0
33616	142.8496399	0	0
33617	142.8742218	0	0
33618	142.8855133	0	0
33619	142.8585815	0	0
33620	142.8521271	0	0
33621	142.8004456	0	0
33622	142.7741394	0	0
33623	142.7661133	0	0
33624	142.758606	0	0
33625	142.7397919	0	0
33626	142.7001953	0	0
33627	142.6744995	0	0
33628	142.635437	0	0
33629	142.5933685	0	0
33630	142.5337372	0	0
33631	142.4692993	0	0
33632	142.4040222	0	0
33633	142.3286743	0	0
33634	142.2384338	0	0
33635	142.1409912	0	0
33636	141.9654236	0	0
33637	141.9128571	0	0
33638	141.8803406	0	0
33639	141.8629761	0	0
33640	141.9393616	0	0
33641	141.9711304	0	0
33642	142.1772614	0	0
33643	142.4480591	0	0
33644	142.6931152	0	0
33645	142.7794495	0	0
33646	142.982193	0	0
33647	143.3080444	0	0
33648	143.7106323	0	0
33649	143.8578339	0	0
33650	144.0041504	0	0
33651	144.2353668	0	0
33652	144.498169	0	0
33653	144.9511261	0	0
33654	145.1779175	0	0
33655	145.2732086	0	0
33656	145.0629578	0	0
33657	144.4620972	0	0
33658	144.251358	0	0
33659	143.6295166	0	0
33660	143.7776337	0	0
33661	144.39357	0	0
33662	144.4687653	0	0
33663	144.5007782	0	0
33664	144.9713745	0	0
33665	145.2082825	0	0
33666	145.2057037	0	0
33667	145.2039947	0	0
33668	145.2039947	0	0
33669	146.4783173	0	0
33670	147.5189056	0	0
33671	148.0019989	0	0
33672	148.0019989	0	0
33673	148.0019989	0	0
33674	148.0019989	0	0
33675	148.0019989	0	0
33676	148.0019989	0	0
33677	148.0019989	0	0
33678	148.0019989	0	0
33710	145.3133087	0	0
33711	145.3983002	0	0
33712	145.4580078	0	0
33713	145.532196	0	0
33714	145.537735	0	0
33715	145.5480042	0	0
33716	145.5564117	0	0
33717	145.6142273	0	0
33718	145.6333008	0	0
33719	145.6981812	0	0
33720	145.7100525	0	0
33721	145.7609711	0	0
33722	145.7536011	0	0
33723	145.6077881	0	0
33724	145.3990021	0	0
33725	145.4640961	0	0
33726	145.638794	0	0
33727	145.7724762	0	0
33728	146.0221863	0	0
33729	146.3032837	0	0
33730	146.2024078	0	0
33731	146.3581238	0	0
33732	146.778122	0	0
33733	147.0133972	0	0
33734	147.2474365	0	0
33735	147.1794128	0	0
33736	147.1727753	0	0
33737	147.0697632	0	0
33738	147.0094605	0	0
33739	146.9348602	0	0
33740	146.9607849	0	0
33741	147.0058594	0	0
33742	147.1425934	0	0
33743	147.2369995	0	0
33744	147.2430725	0	0
33745	147.2294006	0	0
33746	147.2160797	0	0
33747	147.174408	0	0
33748	147.144577	0	0
33749	147.1435089	0	0
33750	147.1483307	0	0
33751	147.1554871	0	0
33752	147.1363373	0	0
33753	147.0364838	0	0
33754	147.0818787	0	0
33755	146.9638672	0	0
33756	146.9611359	0	0
33757	146.9052582	0	0
33758	146.8333282	0	0
33759	146.7287903	0	0
33760	146.6846466	0	0
33761	146.6849976	0	0
33762	146.6949463	0	0
33763	146.7132874	0	0
33764	146.959198	0	0
33765	147.0505524	0	0
33766	146.8610687	0	0
33767	146.8261261	0	0
33768	146.8698731	0	0
33769	146.83078	0	0
33770	146.7887573	0	0
33771	146.7606812	0	0
33772	146.6509857	0	0
33773	146.5557556	0	0
33774	146.6067505	0	0
33775	146.8493805	0	0
33776	147.6510925	0	0
33777	147.9649658	0	0
33778	148.0019989	0	0
33779	147.5133514	0	0
33780	147.390152	0	0
33781	147.5914612	0	0
33782	147.782135	0	0
33783	147.9887085	0	0
33784	147.9718628	0	0
33785	148.0019989	0	0
33786	148.0019989	0	0
33787	148.0019989	0	0
33788	148.0019989	0	0
33789	148.0019989	0	0
33790	148.0019989	0	0
33791	148.0019989	0	0
33792	148.0019989	0	0
33793	148.0019989	0	0
33794	148.0019989	0	0
33795	148.0019989	0	0
33796	148.0019989	0	0
33797	148.0019989	0	0
33798	148.0019989	0	0
33799	148.0019989	0	0
33800	148.0019989	0	0
33801	148.0019989	0	0
33802	148.0019989	0	0
33803	148.0019989	0	0
33804	148.0019989	0	0
33805	148.0019989	0	0
33806	148.0019989	0	0
33807	148.0019989	0	0
33808	148.0019989	0	0
33809	148.0019989	0	0
33810	148.0019989	0	0
33811	148.0019989	0	0
33812	148.0019989	0	0
33813	148.0019684	0	0
33814	148.0019989	0	0
33815	148.0019989	0	0
33816	147.9625092	0	0
33817	147.8727264	0	0
33818	147.7618561	0	0
33819	147.6924591	0	0
33820	147.6302643	0	0
33821	147.5625305	0	0
33822	147.4936066	0	0
33823	147.4242096	0	0
33824	147.359375	0	0
33825	147.2991486	0	0
33826	147.2424011	0	0
33827	147.1890411	0	0
33828	147.138855	0	0
33829	147.0914764	0	0
33830	147.046524	0	0
33831	147.0035095	0	0
33832	146.962265	0	0
33833	146.9225769	0	0
33834	146.8842926	0	0
33835	146.8473053	0	0
33836	146.8114166	0	0
33837	146.776535	0	0
33838	146.7425385	0	0
33839	146.7093201	0	0
33840	146.6767883	0	0
33841	146.6448975	0	0
33842	146.6135864	0	0
33843	146.5525665	0	0
33844	146.5227966	0	0
33845	146.4934845	0	0
33846	146.4646149	0	0
33847	146.4361572	0	0
33848	146.4081268	0	0
33849	146.3805237	0	0
33850	146.3533173	0	0
33851	146.3265228	0	0
33852	146.3001099	0	0
33853	146.2740631	0	0
33854	146.2483978	0	0
33855	146.2230987	0	0
33856	146.1981506	0	0
33857	146.1735535	0	0
33858	146.1493378	0	0
33859	146.1255341	0	0
33860	146.1021423	0	0
33861	146.0791626	0	0
33862	146.0565949	0	0
33863	146.0344238	0	0
33864	146.0126648	0	0
33865	145.9913178	0	0
33866	145.9704285	0	0
33867	145.9499817	0	0
33868	145.9300079	0	0
33869	145.9104919	0	0
33870	145.8914642	0	0
33871	145.8729401	0	0
33872	145.8549652	0	0
33873	145.8375092	0	0
33874	145.8205872	0	0
33875	145.8042145	0	0
33876	145.7883606	0	0
33877	145.773056	0	0
33878	145.7582855	0	0
33879	145.7440643	0	0
33880	145.7304382	0	0
33881	145.7174225	0	0
33882	145.7050018	0	0
33883	145.6932068	0	0
33884	145.6820221	0	0
33885	145.6714478	0	0
33886	145.6615143	0	0
33887	145.6522217	0	0
33888	145.6356201	0	0
33889	145.6283722	0	0
33890	145.6218414	0	0
33891	145.6160584	0	0
33892	145.6108856	0	0
33893	145.6057282	0	0
33894	145.6005096	0	0
33895	145.5952454	0	0
33896	145.5899353	0	0
33897	145.5845947	0	0
33898	145.5792389	0	0
33899	145.5738678	0	0
33900	145.5684815	0	0
33901	145.5630951	0	0
33902	145.5577393	0	0
33903	145.5523987	0	0
33904	145.5475311	0	0
33905	145.5435486	0	0
33906	145.5404663	0	0
33907	145.5377197	0	0
33908	145.5351868	0	0
33909	145.5328522	0	0
33910	145.5307465	0	0
33911	145.5289307	0	0
33912	145.5274963	0	0
33913	145.5264587	0	0
33914	145.5257721	0	0
33915	145.5254059	1	0
33916	145.5254517	1	0
33917	145.5259857	1	0
33918	145.5271454	1	0
33919	145.529129	1	0
33920	145.5322113	1	0
33921	145.5367737	1	0
33922	145.5430756	1	0
33923	145.5512237	1	0
33924	145.5617218	1	0
33925	145.5756226	1	0
33926	145.5947418	1	0
33927	145.6205597	1	0
33928	145.6491699	1	0
33929	145.6555328	1	0
33930	145.6519928	1	0
33931	145.6519928	1	0
33932	145.6519928	1	0
33933	145.4965362	1	0
33934	145.405014	1	0
33935	145.326416	1	0
33936	145.2624817	1	0
33937	145.1613312	1	0
33938	145.0770264	1	0
33939	145.0118256	1	0
33940	145.0167999	1	0
33941	145.0062103	1	0
33942	145.0071258	1	0
33943	145.0060272	1	0
33944	145.0097504	1	0
33945	145.0104675	1	0
33946	145.0119782	1	0
33947	145.0091248	1	0
33948	145.0547485	1	0
33949	145.0907288	1	0
33950	145.0891113	1	0
33951	145.0915985	1	0
33952	145.0926514	1	0
33953	145.1059112	1	0
33954	145.0829163	1	0
33955	145.0778046	1	0
33956	145.0420532	1	0
33957	145.0126801	1	0
33958	144.9883575	1	0
33959	144.9498291	1	0
33960	144.9250946	1	0
33961	144.8768768	1	0
33962	144.8990021	1	0
33963	144.8911896	1	0
33964	144.9230042	1	0
33965	144.9288178	1	0
33966	144.8907166	0	0
33967	144.8716278	0	0
33968	144.9373932	0	0
33969	144.987381	0	0
33970	144.9969788	0	0
33971	145.0064392	0	0
33972	145.0147705	0	0
33973	145.035614	0	0
33974	145.0795593	0	0
33975	145.1072846	0	0
33976	145.1055756	0	0
33977	145.0982819	0	0
33978	145.089035	0	0
33979	145.0882874	0	0
33980	145.0883179	0	0
33981	145.0896606	0	0
33982	145.0947266	0	0
33983	145.1066589	0	0
33984	145.1178436	0	0
33985	145.1507721	0	0
33986	145.2419891	0	0
33987	145.2290192	0	0
33988	145.2015839	0	0
33989	145.1921234	0	0
33990	145.2984009	0	0
33991	145.3079529	0	0
33992	145.273056	0	0
33993	145.2133331	0	0
33994	145.071228	0	0
33995	144.9020691	0	0
33996	144.7233124	0	0
33997	144.6252289	0	0
33998	144.5547638	0	0
33999	144.5359955	0	0
34000	144.5359955	0	0
34001	144.5289459	0	0
34002	144.5359802	0	0
34003	144.5359955	0	0
34004	144.5359955	0	0
34005	144.5352783	0	0
34006	144.527832	0	0
34007	144.5328827	0	0
34008	144.5704498	0	0
34009	144.596283	0	0
34010	144.6030731	0	0
34011	144.5840759	0	0
34012	144.5641022	0	0
34013	144.5223846	0	0
34014	144.3773041	0	0
34015	144.2212524	0	0
34016	143.9731598	0	0
34017	143.8425598	0	1
34018	143.8106384	0	1
34019	143.8447266	0	1
34020	143.8707275	0	1
34021	143.8942413	0	0
34022	143.9019775	0	0
34023	143.8802643	0	0
34024	143.8788452	0	0
34025	144.0372925	0	0
34026	143.9326935	0	0
34027	143.6744537	0	0
34028	143.5427094	0	0
34029	143.5124664	0	0
34030	143.5119629	0	0
34031	143.5119934	0	0
34032	143.5033264	0	0
34033	143.4251251	0	0
34034	143.3618317	0	0
34035	143.3325043	0	0
34036	143.3116608	0	0
34037	143.2984161	0	0
34038	143.2622986	0	0
34039	143.193512	0	0
34040	143.1356659	0	0
34041	143.0849915	0	0
34042	143.0390625	0	0
34043	143.0118561	0	0
34044	143.0089417	0	0
34045	143.0287628	0	0
34046	143.0214996	0	0
34047	142.9743042	0	0
34048	142.9421692	0	0
34049	142.940979	0	0
34050	142.9398346	0	0
34051	142.9259796	0	0
34052	142.9145355	0	0
34053	142.8882294	0	0
34054	142.8473969	0	0
34055	142.8244476	0	0
34056	142.8172302	0	0
34057	142.8018341	0	0
34058	142.7728424	0	0
34059	142.7398529	0	0
34060	142.7147675	0	0
34061	142.6580658	0	0
34062	142.5962677	0	0
34063	142.5390778	0	0
34064	142.4833832	0	0
34065	142.4276276	0	0
34066	142.3529205	0	0
34067	142.2703705	0	0
34068	142.0787353	0	0
34069	142.0080109	0	0
34070	141.9605408	0	0
34071	141.9332581	0	0
34072	141.905365	0	0
34073	141.883255	0	0
34074	141.8675385	0	0
34075	141.9314575	0	0
34076	141.9823914	0	0
34077	141.9890747	0	0
34078	142.2179413	0	0
34079	142.3819733	0	0
34080	142.7426605	0	0
34081	143.2381744	0	0
34082	143.4794006	0	0
34083	143.6386414	0	0
34084	143.7554474	0	0
34085	144.2667084	0	0
34086	144.8423767	0	0
34087	145.151001	0	0
34088	144.8629761	0	0
34089	144.4565888	0	0
34090	144.2394104	0	0
34091	143.8411102	0	0
34092	143.5725708	0	0
34093	143.895752	0	0
34094	144.1249542	0	0
34095	144.1582489	0	0
34096	144.5061951	0	0
34097	145.0043487	0	0
34098	145.2406464	0	0
34099	145.2039947	0	0
34100	145.2039947	0	0
34101	145.5146179	0	0
34102	146.4788818	0	0
34103	147.9306793	0	0
34104	148.0019989	0	0
34105	148.0019989	0	0
34106	148.0019989	0	0
34107	148.0019989	0	0
34108	148.0019989	0	0
34109	148.0019989	0	0
34110	148.0019989	0	0
34111	148.0019989	0	0
34142	145.5388641	0	0
34143	145.5480042	0	0
34144	145.5610046	0	0
34145	145.5569305	0	0
34146	145.8250427	0	0
34147	146.0054932	0	0
34148	146.1786804	0	0
34149	146.3053131	0	0
34150	146.4953766	0	0
34151	146.6435547	0	0
34152	146.6156769	0	0
34153	146.5804291	0	0
34154	146.6201477	0	0
34155	146.4338532	0	0
34156	146.4356232	0	0
34157	146.6282501	0	0
34158	146.7518463	0	0
34159	146.8178864	0	0
34160	147.0706024	0	0
34161	147.3787231	0	0
34162	147.3327332	0	0
34163	147.4181366	0	0
34164	147.3850861	0	0
34165	147.3688202	0	0
34166	147.358551	0	0
34167	147.3065643	0	0
34168	147.2511292	0	0
34169	147.1920319	0	0
34170	147.1238861	0	0
34171	147.0782471	0	0
34172	147.0995178	0	0
34173	147.133194	0	0
34174	147.2046356	0	0
34175	147.231842	0	0
34176	147.2279511	0	0
34177	147.219223	0	0
34178	147.2042236	0	0
34179	147.1837311	0	0
34180	147.1650085	0	0
34181	147.1615906	0	0
34182	147.1605225	0	0
34183	147.1646881	0	0
34184	147.1423187	0	0
34185	146.9894257	0	0
34186	146.8449707	0	0
34187	146.9622192	0	0
34188	146.8524322	0	0
34189	146.775177	0	0
34190	146.7197571	0	0
34191	146.8545837	0	0
34192	146.9951325	0	0
34193	147.2240601	0	0
34194	147.477066	0	0
34195	147.7337189	0	0
34196	147.8286285	0	0
34197	147.8240662	0	0
34198	147.1465912	0	0
34199	146.8234558	0	0
34200	146.8250732	0	0
34201	146.7996368	0	0
34202	146.6179047	0	0
34203	146.9110107	0	0
34204	147.1042633	0	0
34205	147.3286896	0	0
34206	147.5561066	0	0
34207	147.8490753	0	0
34208	147.9723969	0	0
34209	148.0019989	0	0
34210	148.0019989	0	0
34211	148.0019989	0	0
34212	148.0019989	0	0
34213	148.0019989	0	0
34214	148.0019989	0	0
34215	148.0019989	0	0
34216	148.0019989	0	0
34217	148.0019989	0	0
34218	148.0019989	0	0
34219	148.0019989	0	0
34220	148.0019989	0	0
34221	148.0019989	0	0
34222	148.0019989	0	0
34223	148.0019989	0	0
34224	148.0019989	0	0
34225	148.0019989	0	0
34226	148.0019989	0	0
34227	148.0019989	0	0
34228	148.0019989	0	0
34229	148.0019989	0	0
34230	148.0019989	0	0
34231	148.0019989	0	0
34232	148.0019989	0	0
34233	148.0019989	0	0
34234	148.0019989	0	0
34235	148.0019989	0	0
34236	148.0019989	0	0
34237	148.0019989	0	0
34238	148.0019989	0	0
34239	148.0019989	0	0
34240	148.0019989	0	0
34241	148.0019989	0	0
34242	148.0019989	0	0
34243	148.0019989	0	0
34244	147.9845429	0	0
34245	147.9386444	0	0
34246	147.8757782	0	0
34247	147.8081207	0	0
34248	147.7626801	0	0
34249	147.7140045	0	0
34250	147.6616974	0	0
34251	147.6076965	0	0
34252	147.5522766	0	0
34253	147.4981842	0	0
34254	147.4467621	0	0
34255	147.3973999	0	0
34256	147.3498688	0	0
34257	147.3042297	0	0
34258	147.2604523	0	0
34259	147.218338	0	0
34260	147.1777191	0	0
34261	147.1383514	0	0
34262	147.1001282	0	0
34263	147.062973	0	0
34264	147.0267944	0	0
34265	146.9915314	0	0
34266	146.9570923	0	0
34267	146.9234009	0	0
34268	146.8904114	0	0
34269	146.858017	0	0
34270	146.8261719	0	0
34271	146.7948151	0	0
34272	146.763916	0	0
34273	146.7334595	0	0
34274	146.7033844	0	0
34275	146.6443176	0	0
34276	146.6152801	0	0
34277	146.5865478	0	0
34278	146.5581207	0	0
34279	146.5299835	0	0
34280	146.502121	0	0
34281	146.4745483	0	0
34282	146.4472656	0	0
34283	146.4202576	0	0
34284	146.3935394	0	0
34285	146.3671265	0	0
34286	146.3410034	0	0
34287	146.3151856	0	0
34288	146.2896576	0	0
34289	146.2644501	0	0
34290	146.2395782	0	0
34291	146.2150421	0	0
34292	146.1908112	0	0
34293	146.1669159	0	0
34294	146.1433411	0	0
34295	146.1201172	0	0
34296	146.0972138	0	0
34297	146.074707	0	0
34298	146.0526123	0	0
34299	146.0309601	0	0
34300	146.0097504	0	0
34301	145.9889679	0	0
34302	145.9686127	0	0
34303	145.9487152	0	0
34304	145.9292755	0	0
34305	145.9103088	0	0
34306	145.8917999	0	0
34307	145.8737488	0	0
34308	145.8561859	0	0
34324	145.6426849	0	0
34325	145.6357575	0	0
34326	145.6295929	0	0
34327	145.6241913	0	0
34328	145.6194	0	0
34329	145.6146545	0	0
34330	145.6098938	0	0
34331	145.6051331	0	0
34332	145.6003571	0	0
34333	145.5955963	0	0
34334	145.5908508	0	0
34335	145.5861206	0	0
34336	145.5814514	0	0
34337	145.576828	0	0
34338	145.5722656	0	0
34339	145.5679321	0	0
34340	145.5644684	0	0
34341	145.5619202	0	0
34342	145.5598145	0	0
34343	145.5578308	0	0
34344	145.5559692	0	0
34345	145.5542908	0	0
34346	145.5528565	0	0
34347	145.551712	1	0
34348	145.550827	1	0
34349	145.5501404	1	0
34350	145.5497131	1	0
34351	145.5496063	1	0
34352	145.5498962	1	0
34353	145.5506897	1	0
34354	145.5521698	1	0
34355	145.5545349	1	0
34356	145.5580444	1	0
34357	145.5628052	1	0
34358	145.5688019	1	0
34359	145.576355	1	0
34360	145.5858917	1	0
34361	145.5978851	1	0
34362	145.6121521	1	0
34363	145.6265564	1	0
34364	145.6333618	1	0
34365	145.6412964	1	0
34366	145.652771	1	0
34367	145.6162262	1	0
34368	145.5441437	1	0
34369	145.4615326	1	0
34370	145.2397614	1	0
34371	145.0426788	1	0
34372	145.0415344	1	0
34373	145.0293121	1	0
34374	145.0247498	1	0
34375	145.0233154	1	0
34376	145.0406647	1	0
34377	145.0426331	1	0
34378	145.0454102	1	0
34379	145.0486145	1	0
34380	145.0795136	1	0
34381	145.1060028	1	0
34382	145.1058807	1	0
34383	145.1058807	1	0
34384	145.1049499	1	0
34385	145.1060028	1	0
34386	145.1060028	1	0
34387	145.1135254	1	0
34388	145.138092	1	0
34389	145.1507416	1	0
34390	145.152298	1	0
34391	145.1674652	1	0
34392	145.1508942	1	0
34393	145.1587067	1	0
34394	145.1375122	1	0
34395	145.1406097	1	0
34396	145.1300049	1	0
34397	145.1466827	0	0
34398	145.1231995	0	0
34399	145.1057282	0	0
34400	145.1266174	0	0
34401	145.1572266	0	0
34402	145.1484528	0	0
34403	145.1370544	0	0
34404	145.1163788	0	0
34405	145.1137848	0	0
34406	145.1155395	0	0
34407	145.1165772	0	0
34408	145.1165772	0	0
34409	145.1136017	0	0
34410	145.106842	0	0
34411	145.1032257	0	0
34412	145.0991516	0	0
34413	145.1018066	0	0
34414	145.1241303	0	0
34415	145.1823273	0	0
34416	145.2208862	0	0
34417	145.2542267	0	0
34418	145.292572	0	0
34419	145.2886505	0	0
34420	145.302536	0	0
34421	145.3208313	0	0
34422	145.3627624	0	0
34423	145.3811798	0	0
34424	145.383255	0	0
34425	145.3739471	0	0
34426	145.3598175	0	0
34427	145.3422089	0	0
34428	145.3087769	0	0
34429	145.2301941	0	0
34430	145.0281982	0	0
34431	144.8386231	0	0
34432	144.6752167	0	0
34433	144.5579681	0	0
34434	144.5283966	0	0
34435	144.5315704	0	0
34436	144.5362396	0	0
34437	144.5351563	0	0
34438	144.5302429	0	0
34439	144.5385132	0	0
34440	144.5739594	0	0
34441	144.6197968	0	0
34442	144.6519928	0	0
34443	144.651535	0	0
34444	144.6420288	0	0
34445	144.6236267	0	0
34446	144.5099945	0	0
34447	144.3921051	0	0
34448	144.2613373	0	0
34449	144.0780182	0	1
34450	143.9376068	0	1
34451	143.9104614	0	1
34452	143.9221954	0	1
34453	143.9198761	0	0
34454	143.9199982	0	0
34455	143.9217987	0	0
34456	143.9508209	0	0
34457	144.0219727	0	0
34458	144.1030273	0	0
34459	144.1216431	0	0
34460	143.9590454	0	0
34461	143.6466827	0	0
34462	143.5095215	0	0
34463	143.5076294	0	0
34464	143.5032806	0	0
34465	143.4759827	0	0
34466	143.4492798	0	0
34467	143.3978882	0	0
34468	143.3536835	0	0
34469	143.3403931	0	0
34470	143.3150482	0	0
34471	143.2743988	0	0
34472	143.2372131	0	0
34473	143.1908569	0	0
34474	143.1388702	0	0
34475	143.1028442	0	0
34476	143.0871124	0	0
34477	143.0782929	0	0
34478	143.0696869	0	0
34479	143.0760193	0	0
34480	143.0414734	0	0
34481	143.0044403	0	0
34482	142.9789886	0	0
34483	142.9689179	0	0
34484	142.9463196	0	0
34485	142.9237671	0	0
34486	142.9194489	0	0
34487	142.8990173	0	0
34488	142.8659515	0	0
34489	142.8523102	0	0
34490	142.8287964	0	0
34491	142.7893982	0	0
34492	142.7599945	0	0
34493	142.7277832	0	0
34494	142.673996	0	0
34495	142.6165924	0	0
34496	142.556427	0	0
34497	142.4958801	0	0
34498	142.4360352	0	0
34499	142.3658447	0	0
34500	142.198822	0	0
34501	142.121109	0	0
34502	142.0606537	0	0
34503	142.02211	0	0
34504	141.9863434	0	0
34505	141.9289551	0	0
34506	141.8549805	0	0
34507	141.8076325	0	0
34508	141.749054	0	0
34509	141.7709045	0	0
34510	141.8376312	0	0
34511	141.9714356	0	0
34512	142.1503754	0	0
34513	142.392807	0	0
34514	142.892395	0	0
34515	143.1508179	0	0
34516	143.4277344	0	0
34517	143.7586365	0	0
